cdate,cp,pctlead,pctlag1,pctlag2,pctlag4,pctlag8,pctlag16
1982-01-25,115.410,-0.191,0.026,-0.294,-0.483,0.461,-5.826
1982-01-26,115.190,0.477,-0.191,-0.165,-0.069,-0.303,-6.151
1982-01-27,115.740,2.748,0.477,0.286,-0.009,-0.507,-3.590
1982-01-28,118.920,1.245,2.748,3.238,3.068,1.450,-0.218
1982-01-29,120.400,-2.176,1.245,4.026,4.324,3.820,1.236
1982-02-01,117.780,0.195,-2.176,-0.959,2.248,2.177,-1.481
1982-02-02,118.010,-1.296,0.195,-1.985,1.961,1.952,1.053
1982-02-03,116.480,-0.052,-1.296,-1.104,-2.052,0.953,0.155
1982-02-04,116.420,0.722,-0.052,-1.347,-3.306,0.875,1.341
1982-02-05,117.260,-2.243,0.722,0.670,-0.441,1.797,1.489
1982-02-08,114.630,-0.829,-2.243,-1.538,-2.864,-0.959,-1.461
1982-02-09,113.680,0.862,-0.829,-3.053,-2.404,-4.406,-3.020
1982-02-10,114.660,-0.201,0.862,0.026,-1.512,-4.767,-1.130
1982-02-11,114.430,-0.044,-0.201,0.660,-2.413,-2.844,-0.729
1982-02-12,114.380,-0.280,-0.044,-0.244,-0.218,-3.076,-1.184
1982-02-16,114.060,-0.324,-0.280,-0.323,0.334,-2.078,-1.144
1982-02-17,113.690,0.114,-0.324,-0.603,-0.846,-2.345,-1.490
1982-02-18,113.820,-0.527,0.114,-0.210,-0.533,-2.934,-1.189
1982-02-19,113.220,-1.440,-0.527,-0.413,-1.014,-1.230,-2.177
1982-02-22,111.590,-0.072,-1.440,-1.959,-2.166,-1.838,-6.164
1982-02-23,111.510,1.758,-0.072,-1.510,-1.917,-2.747,-7.384
1982-02-24,113.470,-0.229,1.758,1.685,-0.308,-0.839,-3.659
1982-02-25,113.210,-0.088,-0.229,1.525,-0.009,-1.023,-4.067
1982-02-26,113.110,0.177,-0.088,-0.317,1.362,-0.833,-2.893
1982-03-01,113.310,-0.556,0.177,0.088,1.614,-0.334,-2.671
1982-03-02,112.680,-1.562,-0.556,-0.380,-0.696,-1.002,-3.906
1982-03-03,110.920,-0.938,-1.562,-2.109,-2.023,-2.031,-3.236
1982-03-04,109.880,-0.491,-0.938,-2.485,-2.856,-1.532,-3.343
1982-03-05,109.340,-1.829,-0.491,-1.424,-3.504,-1.946,-4.640
1982-03-08,107.340,1.388,-1.829,-2.312,-4.739,-5.402,-6.196
1982-03-09,108.830,0.533,1.388,-0.466,-1.884,-3.869,-4.852
1982-03-10,109.410,-0.046,0.533,1.928,-0.428,-3.271,-4.077
1982-03-11,109.360,-0.686,-0.046,0.487,0.018,-3.486,-3.809
1982-03-12,108.610,0.773,-0.686,-0.731,1.183,-3.612,-4.577
1982-03-15,109.450,-0.155,0.773,0.082,0.570,-1.325,-3.330
1982-03-16,109.280,-0.183,-0.155,0.617,-0.119,-0.546,-2.070
1982-03-17,109.080,1.118,-0.183,-0.338,-0.256,-0.238,-2.179
1982-03-18,110.300,0.281,1.118,0.933,1.556,2.758,-2.794
1982-03-19,110.610,1.953,0.281,1.403,1.060,1.636,-2.297
1982-03-22,112.770,0.692,1.953,2.239,3.194,3.071,-0.301
1982-03-23,113.550,-0.511,0.692,2.658,4.098,3.831,0.212
1982-03-24,112.970,0.212,-0.511,0.177,2.421,4.014,0.257
1982-03-25,113.210,-1.122,0.212,-0.299,2.351,3.435,2.065
1982-03-26,111.940,0.322,-1.122,-0.912,-0.736,2.434,1.875
1982-03-29,112.300,-0.027,0.322,-0.804,-1.101,2.952,2.707
1982-03-30,112.270,-0.276,-0.027,0.295,-0.620,1.786,4.593
1982-03-31,111.960,1.635,-0.276,-0.303,-1.104,1.221,2.876
1982-04-01,113.790,1.169,1.635,1.354,1.653,0.904,4.003
1982-04-02,115.120,-0.339,1.169,2.822,2.511,1.383,5.267
1982-04-05,114.730,0.549,-0.339,0.826,2.191,1.558,5.635
1982-04-06,115.360,0.087,0.549,0.208,3.037,1.899,5.400
1982-04-07,115.460,0.658,0.087,0.636,1.468,3.145,5.655
1982-04-08,116.220,-0.189,0.658,0.745,0.956,3.491,6.546
1982-04-12,116.000,-0.009,-0.189,0.468,1.107,3.322,5.168
1982-04-13,115.990,-0.138,-0.009,-0.198,0.546,3.599,4.864
1982-04-14,115.830,0.449,-0.138,-0.147,0.320,1.793,2.713
1982-04-15,116.350,0.395,0.449,0.310,0.112,1.068,2.466
1982-04-16,116.810,-0.094,0.395,0.846,0.698,1.813,3.399
1982-04-19,116.700,-1.080,-0.094,0.301,0.612,1.162,3.083
1982-04-20,115.440,0.243,-1.080,-1.173,-0.337,-0.017,3.127
1982-04-21,115.720,1.270,0.243,-0.840,-0.541,-0.430,3.045
1982-04-22,117.190,1.237,1.270,1.516,0.325,1.026,4.382
1982-04-23,118.640,0.523,1.237,2.523,1.662,2.285,5.966
1982-04-26,119.260,-1.057,0.523,1.766,3.309,2.961,4.807
1982-04-27,118.000,-0.627,-1.057,-0.539,1.970,1.418,2.502
1982-04-28,117.260,-0.955,-0.627,-1.677,0.060,0.385,2.205
1982-04-29,116.140,0.258,-0.955,-1.576,-2.107,-0.480,0.676
1982-04-30,116.440,0.326,0.258,-0.699,-2.365,0.866,0.849
1982-05-03,116.820,0.548,0.326,0.586,-1.000,0.951,0.516
1982-05-04,117.460,0.179,0.548,0.876,0.171,0.230,1.259
1982-05-05,117.670,0.858,0.179,0.728,1.317,-0.818,1.448
1982-05-06,118.680,0.666,0.858,1.039,1.924,-0.486,2.461
1982-05-07,119.470,-0.912,0.666,1.530,2.268,1.246,2.682
1982-05-10,118.380,0.879,-0.912,-0.253,0.783,0.955,1.344
1982-05-11,119.420,-0.209,0.879,-0.042,1.487,2.824,2.331
1982-05-12,119.170,-0.797,-0.209,0.667,0.413,2.345,3.231
1982-05-13,118.220,-0.178,-0.797,-1.005,-1.046,1.198,2.160
1982-05-14,118.010,-1.102,-0.178,-0.973,-0.313,0.468,0.700
1982-05-17,116.710,-0.745,-1.102,-1.277,-2.269,-0.816,-1.627
1982-05-18,115.840,-0.820,-0.745,-1.839,-2.794,-2.393,-2.868
1982-05-19,114.890,-0.261,-0.820,-1.559,-2.817,-3.834,-2.636
1982-05-20,114.590,0.262,-0.261,-1.079,-2.898,-3.202,-2.277
1982-05-21,114.890,-0.087,0.262,0.000,-1.559,-3.793,-1.076
1982-05-24,114.790,-0.340,-0.087,0.175,-0.906,-3.675,-1.417
1982-05-25,114.400,-1.128,-0.340,-0.426,-0.426,-3.231,-2.072
1982-05-26,113.110,-0.398,-1.128,-1.464,-1.292,-4.152,-3.703
1982-05-27,112.660,-0.692,-0.398,-1.521,-1.941,-3.470,-4.258
1982-05-28,111.880,-0.179,-0.692,-1.087,-2.535,-3.419,-5.730
1982-06-01,111.680,0.322,-0.179,-0.870,-2.378,-2.794,-6.520
1982-06-02,112.040,-0.161,0.322,0.143,-0.946,-2.225,-5.356
1982-06-03,111.860,-1.582,-0.161,0.161,-0.710,-2.637,-6.331
1982-06-04,110.090,0.027,-1.582,-1.740,-1.600,-4.094,-7.619
1982-06-07,110.120,-0.445,0.027,-1.556,-1.397,-3.741,-6.852
1982-06-08,109.630,-0.584,-0.445,-0.418,-2.151,-3.077,-7.101
1982-06-09,108.990,0.569,-0.584,-1.026,-2.566,-3.258,-6.615
1982-06-10,109.610,1.487,0.569,-0.018,-0.436,-2.029,-5.378
1982-06-11,111.240,-1.151,1.487,2.064,1.017,-0.394,-3.177
1982-06-14,109.960,-0.246,-1.151,0.319,0.301,-1.856,-4.040
1982-06-15,109.690,-0.748,-0.246,-1.393,0.642,-1.940,-4.526
1982-06-16,108.870,-1.167,-0.748,-0.991,-0.675,-1.108,-5.157
1982-06-17,107.600,-0.297,-1.167,-1.905,-3.272,-2.288,-5.944
1982-06-18,107.280,-0.075,-0.297,-1.460,-2.437,-2.144,-5.154
1982-06-21,107.200,1.026,-0.075,-0.372,-2.270,-1.642,-4.846
1982-06-22,108.300,1.699,1.026,0.951,-0.524,-1.195,-3.200
1982-06-23,110.140,-0.281,1.699,2.743,2.361,-0.989,-1.379
1982-06-24,109.830,-0.628,-0.281,1.413,2.377,-0.118,-1.973
1982-06-25,109.140,1.026,-0.628,-0.908,1.810,-0.501,-2.432
1982-06-28,110.260,-0.045,1.026,0.392,1.810,1.277,0.154
1982-06-29,110.210,-0.544,-0.045,0.980,0.064,2.426,0.082
1982-06-30,109.610,-0.821,-0.544,-0.590,-0.200,2.172,-0.018
1982-07-01,108.710,-0.975,-0.821,-1.361,-0.394,1.409,-0.257
1982-07-02,107.650,-0.334,-0.975,-1.788,-2.367,-0.600,-1.788
1982-07-06,107.290,-0.065,-0.334,-1.306,-2.649,-2.588,-3.551
1982-07-07,107.220,0.289,-0.065,-0.399,-2.180,-2.376,-2.492
1982-07-08,107.530,1.209,0.289,0.224,-1.085,-1.475,-1.969
1982-07-09,108.830,0.680,1.209,1.502,1.096,-1.297,-0.037
1982-07-12,109.570,-0.110,0.680,1.897,2.125,-0.581,1.831
1982-07-13,109.450,0.905,-0.110,0.570,2.080,-0.146,2.023
1982-07-14,110.440,0.027,0.905,0.794,2.706,1.591,3.022
1982-07-15,110.470,0.543,0.027,0.932,1.507,2.620,2.004
1982-07-16,111.070,-0.306,0.543,0.570,1.369,3.523,0.844
1982-07-19,110.730,0.732,-0.306,0.235,1.169,3.274,0.819
1982-07-20,111.540,-0.108,0.732,0.423,0.996,3.729,2.199
1982-07-21,111.420,0.054,-0.108,0.623,0.860,2.380,1.052
1982-07-22,111.480,-0.278,0.054,-0.054,0.369,1.743,1.152
1982-07-23,111.170,-0.729,-0.278,-0.224,0.397,1.571,1.423
1982-07-26,110.360,-0.843,-0.729,-1.005,-1.058,-0.072,1.518
1982-07-27,109.430,-1.544,-0.843,-1.565,-1.786,-0.941,1.654
1982-07-28,107.740,-0.019,-1.544,-2.374,-3.355,-2.998,0.419
1982-07-29,107.720,-0.585,-0.019,-1.563,-3.103,-2.718,0.466
1982-07-30,107.090,1.765,-0.585,-0.603,-2.963,-3.990,-0.409
1982-08-02,108.980,-1.055,1.765,1.170,-0.411,-2.190,0.138
1982-08-03,107.830,-1.567,-1.055,0.691,0.084,-3.274,-1.588
1982-08-04,106.140,-0.923,-1.567,-2.606,-1.467,-4.525,-3.024
1982-08-05,105.160,-1.379,-0.923,-2.476,-1.802,-4.712,-4.781
1982-08-06,103.710,-0.607,-1.379,-2.289,-4.836,-5.227,-6.119
1982-08-09,103.080,-0.233,-0.607,-1.978,-4.405,-4.325,-7.194
1982-08-10,102.840,-0.233,-0.233,-0.839,-3.109,-4.530,-7.125
1982-08-11,102.600,-0.175,-0.233,-0.466,-2.434,-4.193,-8.015
1982-08-12,102.420,1.396,-0.175,-0.408,-1.244,-6.019,-8.078
1982-08-13,103.850,0.231,1.396,1.218,0.747,-3.691,-6.844
1982-08-16,104.090,4.756,0.231,1.631,1.215,-1.931,-6.369
1982-08-17,109.040,-0.459,4.756,4.998,6.277,3.690,-1.196
1982-08-18,108.540,0.571,-0.459,4.275,5.975,4.657,-0.813
1982-08-19,109.160,3.536,0.571,0.110,5.113,5.898,1.318
1982-08-20,113.020,2.734,3.536,4.128,8.579,9.899,4.920
1982-08-23,116.110,-0.655,2.734,6.367,6.484,13.168,8.423
1982-08-24,115.350,1.933,-0.655,2.062,6.274,12.624,5.845
1982-08-25,117.580,0.825,1.933,1.266,7.713,13.221,9.042
1982-08-26,118.550,-1.215,0.825,2.774,4.893,13.892,11.692
1982-08-27,117.110,0.470,-1.215,-0.400,0.861,7.401,11.364
1982-08-30,117.660,1.572,0.470,-0.751,2.003,8.402,13.451
1982-08-31,119.510,-1.054,1.572,2.049,1.641,9.481,15.939
1982-09-01,118.250,1.725,-1.054,0.501,-0.253,4.628,14.984
1982-09-02,120.290,1.987,1.725,0.653,2.715,3.600,17.242
1982-09-03,122.680,-1.068,1.987,3.746,4.267,6.355,19.781
1982-09-07,121.370,0.684,-1.068,0.898,1.556,3.223,16.870
1982-09-08,122.200,-0.188,0.684,-0.391,3.340,3.079,17.398
1982-09-09,121.970,-0.820,-0.188,0.494,1.397,4.150,11.858
1982-09-10,120.970,1.050,-0.820,-1.007,-1.394,2.813,11.452
1982-09-13,122.240,0.704,1.050,0.221,0.717,2.284,11.982
1982-09-14,123.100,0.967,0.704,1.761,0.736,4.101,8.919
1982-09-15,124.290,-0.418,0.967,1.677,1.902,3.325,7.045
1982-09-16,123.770,-0.986,-0.418,0.544,2.315,0.888,7.300
1982-09-17,122.550,-0.033,-0.986,-1.400,0.254,0.972,4.227
1982-09-20,122.510,1.935,-0.033,-1.018,-0.479,0.254,3.340
1982-09-21,124.880,-0.713,1.935,1.901,0.475,2.386,6.635
1982-09-22,123.990,-0.145,-0.713,1.208,0.178,2.496,5.380
1982-09-23,123.810,-0.396,-0.145,-0.857,1.028,1.284,3.598
1982-09-24,123.320,0.243,-0.396,-0.540,0.661,0.179,4.288
1982-09-27,123.620,-0.307,0.243,-0.153,-1.009,-0.539,2.768
1982-09-28,123.240,-1.306,-0.307,-0.065,-0.605,-0.428,0.456
1982-09-29,121.630,-0.995,-1.306,-1.610,-1.761,-0.751,0.214
1982-09-30,120.420,1.287,-0.995,-2.288,-2.352,-1.706,-1.457
1982-10-01,121.970,-0.377,1.287,0.280,-1.335,-2.330,0.000
1982-10-04,121.510,0.387,-0.377,0.905,-1.404,-2.000,0.446
1982-10-05,121.980,3.271,0.387,0.008,0.288,-1.478,-0.213
1982-10-06,125.970,2.247,3.271,3.670,4.609,2.149,2.331
1982-10-07,128.800,1.747,2.247,5.591,5.600,4.190,3.629
1982-10-08,131.050,2.610,1.747,4.033,7.851,6.337,5.882
1982-10-11,134.470,-0.022,2.610,4.402,10.239,10.557,9.727
1982-10-12,134.440,1.688,-0.022,2.587,6.724,11.643,9.738
1982-10-13,136.710,-1.565,1.688,1.666,6.141,12.085,9.473
1982-10-14,134.570,-0.743,-1.565,0.097,2.686,10.748,8.533
1982-10-15,133.570,2.366,-0.743,-2.297,-0.669,9.502,7.883
1982-10-18,136.730,-0.110,2.366,1.605,1.703,8.542,10.874
1982-10-19,136.580,1.940,-0.110,2.253,-0.095,6.040,10.484
1982-10-20,139.230,-0.122,1.940,1.828,3.463,6.242,12.975
1982-10-21,139.060,-0.165,-0.122,1.816,4.110,3.413,14.330
1982-10-22,138.830,-3.969,-0.165,-0.287,1.536,3.265,15.288
1982-10-25,133.320,0.870,-3.969,-4.128,-2.387,-2.480,9.306
1982-10-26,134.480,0.602,0.870,-3.133,-3.412,-0.067,10.674
1982-10-27,135.290,-1.257,0.602,1.478,-2.711,1.288,10.912
1982-10-28,133.590,0.097,-1.257,-0.662,-3.774,-2.296,6.049
1982-10-29,133.720,1.309,0.097,-1.160,0.300,-2.094,3.820
1982-11-01,135.470,1.491,1.309,1.407,0.736,-2.701,3.373
1982-11-02,137.490,3.913,1.491,2.819,1.626,-1.129,2.246
1982-11-03,142.870,-0.714,3.913,5.462,6.947,2.910,6.270
1982-11-04,141.850,0.219,-0.714,3.171,6.080,6.398,3.760
1982-11-05,142.160,-1.210,0.219,-0.497,4.938,5.711,5.640
1982-11-08,140.440,1.837,-1.210,-0.994,2.146,3.807,5.143
1982-11-09,143.020,-1.301,1.837,0.605,0.105,7.059,4.600
1982-11-10,141.160,0.418,-1.301,0.513,-0.486,5.564,3.353
1982-11-11,141.750,-1.566,0.418,-0.888,-0.288,4.636,1.810
1982-11-12,139.530,-1.792,-1.566,-1.155,-0.648,1.484,0.338
1982-11-15,137.030,-1.175,-1.792,-3.330,-4.188,-4.088,-1.297
1982-11-16,135.420,1.853,-1.175,-2.946,-4.066,-4.533,1.575
1982-11-17,137.930,0.297,1.853,0.657,-2.695,-2.976,2.565
1982-11-18,138.340,-0.954,0.297,2.156,-0.853,-1.495,2.254
1982-11-19,137.020,-2.043,-0.954,-0.660,-0.007,-4.195,2.568
1982-11-22,134.220,-0.961,-2.043,-2.978,-0.886,-4.916,0.374
1982-11-23,132.930,0.715,-0.961,-2.985,-3.625,-6.222,-1.875
1982-11-24,133.880,0.747,0.715,-0.253,-3.224,-4.049,-2.626
1982-11-26,134.880,-0.504,0.747,1.467,-1.562,-1.569,-5.592
1982-11-29,134.200,3.227,-0.504,0.239,-0.015,-0.901,-5.393
1982-11-30,138.530,0.137,3.227,2.706,4.213,0.435,-2.553
1982-12-01,138.720,0.072,0.137,3.368,3.615,0.275,-1.225
1982-12-02,138.820,-0.094,0.072,0.209,2.921,1.314,-2.937
1982-12-03,138.690,2.221,-0.094,-0.022,3.346,3.330,-1.750
1982-12-06,141.770,0.670,2.221,2.125,2.339,6.650,0.014
1982-12-07,142.720,-0.631,0.670,2.906,2.884,6.603,2.286
1982-12-08,141.820,-1.283,-0.631,0.035,2.161,5.145,3.496
1982-12-09,140.000,-0.307,-1.283,-1.906,0.945,4.322,3.382
1982-12-10,139.570,0.272,-0.307,-1.587,-1.552,0.751,1.189
1982-12-13,139.950,-1.822,0.272,-0.036,-1.941,0.887,1.164
1982-12-14,137.400,-1.572,-1.822,-1.555,-3.117,-1.023,0.277
1982-12-15,135.240,0.044,-1.572,-3.365,-3.400,-2.488,0.760
1982-12-16,135.300,1.619,0.044,-1.528,-3.059,-4.564,1.783
1982-12-17,137.490,-0.902,1.619,1.664,-1.758,-3.665,2.696
1982-12-20,136.250,1.732,-0.902,0.702,-0.837,-3.928,1.016
1982-12-21,138.610,0.159,1.732,0.815,2.492,-0.993,3.286
1982-12-22,138.830,0.641,0.159,1.894,2.609,-0.530,0.217
1982-12-23,139.720,1.754,0.641,0.801,1.622,-0.164,0.721
1982-12-27,142.170,-0.985,1.754,2.406,4.345,3.472,2.413
1982-12-28,140.770,0.334,-0.985,0.752,1.558,4.089,1.500
1982-12-29,141.240,-0.644,0.334,-0.654,1.736,4.390,-0.374
1982-12-30,140.330,0.221,-0.644,-0.313,0.437,2.066,-1.675
1982-12-31,140.640,-1.635,0.221,-0.425,-1.076,3.222,-0.832
1983-01-03,138.340,2.183,-1.635,-1.418,-1.726,-0.195,-1.186
1983-01-04,141.360,0.424,2.183,0.512,0.085,1.822,1.283
1983-01-05,141.960,2.332,0.424,2.617,1.162,1.603,1.436
1983-01-06,145.270,-0.062,2.332,2.766,3.292,2.180,5.728
1983-01-07,145.180,1.102,-0.062,2.268,4.944,3.133,7.350
1983-01-10,146.780,-0.681,1.102,1.039,3.834,3.922,8.485
1983-01-11,145.780,0.624,-0.681,0.413,2.691,3.884,6.030
1983-01-12,146.690,-0.654,0.624,-0.061,0.977,4.302,7.662
1983-01-13,145.730,0.631,-0.654,-0.034,0.379,5.342,5.137
1983-01-14,146.650,0.048,0.631,-0.027,-0.089,3.742,5.633
1983-01-17,146.720,-0.218,0.048,0.679,0.645,3.353,5.010
1983-01-18,146.400,-0.772,-0.218,-0.170,-0.198,0.778,2.975
1983-01-19,145.270,0.702,-0.772,-0.988,-0.316,0.062,3.197
1983-01-20,146.290,-1.668,0.702,-0.075,-0.245,-0.334,3.575
1983-01-21,143.850,-2.697,-1.668,-0.977,-1.956,-1.324,2.508
1983-01-24,139.970,1.272,-2.697,-4.320,-4.392,-4.581,-0.476
1983-01-25,141.750,-0.148,1.272,-1.460,-2.423,-2.731,2.465
1983-01-26,141.540,1.929,-0.148,1.122,-3.247,-3.484,0.127
1983-01-27,144.270,0.166,1.929,1.778,0.292,-1.670,1.627
1983-01-28,144.510,0.547,0.166,2.098,3.244,-1.291,-0.523
1983-01-31,145.300,-1.610,0.547,0.714,2.504,0.021,0.083
1983-02-01,142.960,0.189,-1.610,-1.073,1.003,-2.276,-2.603
1983-02-02,143.230,0.719,0.189,-1.425,-0.721,-0.431,-1.749
1983-02-03,144.260,1.303,0.719,0.909,-0.173,3.065,-1.657
1983-02-04,146.140,0.541,1.303,2.032,0.578,3.097,0.281
1983-02-07,146.930,-0.837,0.541,1.851,2.777,3.808,0.191
1983-02-08,145.700,-0.480,-0.837,-0.301,1.724,0.991,-0.695
1983-02-09,145.000,1.724,-0.480,-1.314,0.513,0.339,-0.956
1983-02-10,147.500,0.102,1.724,1.235,0.931,1.514,1.535
1983-02-11,147.650,0.867,0.102,1.828,0.490,3.281,0.930
1983-02-14,148.930,-0.423,0.867,0.969,2.217,3.980,3.531
1983-02-15,148.300,-0.587,-0.423,0.440,2.276,2.801,5.951
1983-02-16,147.430,0.007,-0.587,-1.007,-0.047,0.883,4.007
1983-02-17,147.440,0.380,0.007,-0.580,-0.142,0.347,4.168
1983-02-18,148.000,-1.703,0.380,0.387,-0.624,1.579,2.585
1983-02-22,145.480,0.900,-1.703,-1.329,-1.902,0.331,0.671
1983-02-23,146.790,1.914,0.900,-0.818,-0.434,-0.481,1.025
1983-02-24,149.600,0.094,1.914,2.832,1.465,1.321,4.645
1983-02-25,149.740,-1.122,0.094,2.010,1.176,0.544,4.545
1983-02-28,148.060,1.905,-1.122,-1.029,1.773,-0.162,2.634
1983-03-01,150.880,0.941,1.905,0.761,2.786,2.340,3.243
1983-03-02,152.300,0.775,0.941,2.864,1.805,3.296,3.655
1983-03-03,153.480,0.124,0.775,1.723,2.498,3.703,5.340
1983-03-04,153.670,0.000,0.124,0.900,3.789,5.630,5.979
1983-03-07,153.670,-1.568,0.000,0.124,1.849,4.687,4.183
1983-03-08,151.260,1.064,-1.568,-1.568,-0.683,1.110,2.445
1983-03-09,152.870,-0.700,1.064,-0.521,-0.397,2.090,2.646
1983-03-10,151.800,-0.369,-0.700,0.357,-1.217,2.526,2.360
1983-03-11,151.240,-0.271,-0.369,-1.066,-1.581,0.239,2.584
1983-03-14,150.830,0.358,-0.271,-0.639,-0.284,-0.965,2.299
1983-03-15,151.370,-1.031,0.358,0.086,-0.981,-1.375,2.277
1983-03-16,149.810,-0.147,-1.031,-0.676,-1.311,-2.512,2.976
1983-03-17,149.590,0.207,-0.147,-1.176,-1.091,-2.655,1.907
1983-03-18,149.900,0.861,0.207,0.060,-0.617,-0.899,0.201
1983-03-21,151.190,-0.351,0.861,1.070,-0.119,-1.099,0.968
1983-03-22,150.660,1.427,-0.351,0.507,0.567,-0.751,1.756
1983-03-23,152.810,0.366,1.427,1.071,2.153,1.038,1.279
1983-03-24,153.370,-0.456,0.366,1.799,2.315,1.684,0.703
1983-03-25,152.670,-0.537,-0.456,-0.092,0.979,0.859,-0.528
1983-03-28,151.850,-0.171,-0.537,-0.991,0.790,1.362,-1.184
1983-03-29,151.590,1.187,-0.171,-0.707,-0.798,1.337,-1.354
1983-03-30,153.390,-0.280,1.187,1.014,0.013,2.328,1.408
1983-03-31,152.960,0.039,-0.280,0.904,0.190,1.171,0.059
1983-04-04,153.020,-0.732,0.039,-0.241,0.770,1.566,0.804
1983-04-05,151.900,-0.566,-0.732,-0.693,0.204,-0.596,0.436
1983-04-06,151.040,0.477,-0.566,-1.294,-1.532,-1.519,0.139
1983-04-07,151.760,0.718,0.477,-0.092,-0.785,-0.596,0.258
1983-04-08,152.850,1.498,0.718,1.198,-0.111,0.659,2.029
1983-04-11,155.140,0.438,1.498,2.227,2.133,2.342,3.710
1983-04-12,155.820,0.610,0.438,1.943,3.165,1.584,3.949
1983-04-13,156.770,0.861,0.610,1.051,3.301,2.491,3.691
1983-04-14,158.120,0.398,0.861,1.476,3.448,3.333,4.952
1983-04-15,158.750,0.624,0.398,1.263,2.327,4.510,3.887
1983-04-18,159.740,-0.645,0.624,1.025,2.516,5.760,4.153
1983-04-19,158.710,1.260,-0.645,-0.025,1.237,4.580,3.956
1983-04-20,160.710,-0.411,1.260,0.607,1.638,5.142,5.835
1983-04-21,160.050,0.231,-0.411,0.844,0.819,3.165,5.581
1983-04-22,160.420,-1.004,0.231,-0.180,0.426,2.952,4.583
1983-04-25,158.810,1.889,-1.004,-0.775,0.063,1.301,3.825
1983-04-26,161.810,-0.229,1.889,0.866,0.684,2.334,5.744
1983-04-27,161.440,0.935,-0.229,1.656,0.868,1.694,6.280
1983-04-28,162.950,0.908,0.935,0.705,1.577,2.010,7.885
1983-04-29,164.430,-1.411,0.908,1.852,3.539,3.604,8.349
1983-05-02,162.110,0.142,-1.411,-0.515,0.185,0.871,6.058
1983-05-03,162.340,0.598,0.142,-1.271,0.557,1.431,4.641
1983-05-04,163.310,0.594,0.598,0.740,0.221,1.802,4.807
1983-05-05,164.280,1.108,0.594,1.195,-0.091,3.444,4.790
1983-05-06,166.100,-0.175,1.108,1.708,2.461,2.651,5.047
1983-05-09,165.810,0.084,-0.175,0.931,2.137,2.707,4.447
1983-05-10,165.950,-0.597,0.084,-0.090,1.617,1.841,3.888
1983-05-11,164.960,-0.430,-0.597,-0.513,0.414,0.322,3.938
1983-05-12,164.250,0.402,-0.430,-1.024,-1.114,1.320,2.203
1983-05-13,164.910,-0.916,0.402,-0.030,-0.543,1.583,3.037
1983-05-16,163.400,0.190,-0.916,-0.518,-1.537,0.055,1.858
1983-05-17,163.710,-0.269,0.190,-0.728,-0.758,-0.347,3.085
1983-05-18,163.270,-0.784,-0.269,-0.080,-0.597,-1.704,0.902
1983-05-19,161.990,0.093,-0.784,-1.051,-1.771,-2.304,0.341
1983-05-20,162.140,0.796,0.093,-0.692,-0.771,-2.296,-0.497
1983-05-23,163.430,1.291,0.796,0.889,-0.171,-0.928,-0.608
1983-05-24,165.540,0.405,1.291,2.097,1.390,0.785,2.116
1983-05-25,166.210,-0.439,0.405,1.701,2.605,0.788,2.384
1983-05-26,165.480,-0.616,-0.439,-0.036,2.060,1.273,1.329
1983-05-27,164.460,-1.259,-0.616,-1.053,0.630,0.458,0.110
1983-05-31,162.390,0.099,-1.259,-1.867,-1.903,-0.539,-2.234
1983-06-01,162.550,0.880,0.099,-1.161,-2.202,0.346,-1.966
1983-06-02,163.980,0.268,0.880,0.979,-0.906,1.135,-1.187
1983-06-03,164.420,0.249,0.268,1.150,-0.024,0.606,-0.327
1983-06-06,164.830,-1.250,0.249,0.518,1.503,-0.429,0.353
1983-06-07,162.770,-0.866,-1.250,-1.004,0.135,-2.070,-1.298
1983-06-08,161.360,0.291,-0.866,-2.105,-1.598,-2.490,-1.248
1983-06-09,161.830,0.525,0.291,-0.578,-1.575,-1.599,-1.148
1983-06-10,162.680,1.328,0.525,0.818,-1.304,0.179,-0.361
1983-06-13,164.840,0.419,1.328,1.860,1.272,1.409,1.759
1983-06-14,165.530,0.961,0.419,1.752,2.584,0.945,2.091
1983-06-15,167.120,1.209,0.961,1.383,3.269,1.642,2.258
1983-06-16,169.140,-0.006,1.209,2.181,3.971,2.615,2.175
1983-06-17,169.130,-0.065,-0.006,1.203,2.603,3.907,1.757
1983-06-20,169.020,0.893,-0.065,-0.071,2.108,4.747,2.139
1983-06-21,170.530,0.270,0.893,0.828,2.040,5.376,3.691
1983-06-22,170.990,-0.246,0.270,1.166,1.094,5.108,5.296
1983-06-23,170.570,-0.094,-0.246,0.023,0.851,3.476,4.934
1983-06-24,170.410,-1.144,-0.094,-0.339,0.822,2.948,3.921
1983-06-27,168.460,-1.650,-1.144,-1.237,-1.214,0.802,2.457
1983-06-28,165.680,0.579,-1.650,-2.776,-3.105,-2.046,0.516
1983-06-29,166.640,0.600,0.579,-1.080,-2.304,-1.472,2.378
1983-06-30,167.640,0.597,0.600,1.183,-1.625,-0.816,3.892
1983-07-01,168.640,-1.210,0.597,1.200,0.107,-1.108,4.208
1983-07-05,166.600,1.128,-1.210,-0.620,0.555,-2.567,2.410
1983-07-06,168.480,-0.546,1.128,-0.095,1.104,-1.225,2.208
1983-07-07,167.560,-0.286,-0.546,0.576,-0.048,-1.672,1.226
1983-07-08,167.080,0.616,-0.286,-0.831,-0.925,-0.819,-0.024
1983-07-11,168.110,-1.535,0.616,0.328,0.906,1.467,-0.609
