cdate,cp,pctlead,pctlag1,pctlag2,pctlag4,pctlag8,pctlag16,actual_dir,prob_lr,pdir_lr,eff1d_lr,recent_eff_lr,accuracy_lr,pdir_nb,eff1d_nb,recent_eff_nb,accuracy_nb
2012-07-16,1353.640,0.741,-0.231,1.414,0.907,-1.483,2.122,1.000,0.520,1,0.741,0.624,True Positive,-1,-0.741,0.328,False Negative
2012-07-17,1363.670,0.668,0.741,0.508,1.656,-0.286,2.146,1.000,0.513,1,0.668,0.758,True Positive,-1,-0.668,0.194,False Negative
2012-07-18,1372.780,0.272,0.668,1.414,2.848,1.336,4.496,1.000,0.501,1,0.272,0.712,True Positive,-1,-0.272,0.040,False Negative
2012-07-19,1376.510,-1.006,0.272,0.942,1.454,1.778,4.282,-1.000,0.493,-1,1.006,0.584,True Negative,-1,1.006,-0.089,True Negative
2012-07-20,1362.660,-0.891,-1.006,-0.737,0.666,1.580,2.313,-1.000,0.504,1,-0.891,0.359,False Positive,-1,0.891,0.043,True Negative
2012-07-23,1350.520,-0.904,-0.891,-1.888,-0.964,0.676,1.616,-1.000,0.512,1,-0.904,0.030,False Positive,1,-0.904,0.011,False Positive
2012-07-24,1338.310,-0.031,-0.904,-1.787,-2.511,0.266,-1.751,-1.000,0.497,-1,0.031,-0.097,True Negative,1,-0.031,0.138,False Positive
2012-07-25,1337.890,1.654,-0.031,-0.935,-2.806,-1.392,-2.023,1.000,0.503,1,1.654,0.179,True Positive,1,1.654,0.523,True Positive
2012-07-26,1360.020,1.908,1.654,1.622,-0.194,0.471,-1.019,1.000,0.471,-1,-1.908,-0.404,False Negative,-1,-1.908,-0.060,False Negative
2012-07-27,1385.970,-0.048,1.908,3.594,2.625,1.635,1.345,-1.000,0.463,-1,0.048,-0.216,True Negative,1,-0.048,-0.247,False Positive
2012-07-30,1385.300,-0.432,-0.048,1.859,3.511,0.912,2.260,-1.000,0.502,1,-0.432,-0.121,False Positive,-1,0.432,0.020,True Negative
2012-07-31,1379.320,-0.290,-0.432,-0.480,3.097,0.204,1.986,-1.000,0.527,1,-0.290,-0.186,False Positive,-1,0.290,0.084,True Negative
2012-08-01,1375.320,-0.750,-0.290,-0.720,1.125,0.929,2.523,-1.000,0.512,1,-0.750,-0.666,False Positive,-1,0.750,-0.097,True Negative
2012-08-02,1365.000,1.904,-0.750,-1.038,-1.513,1.072,1.756,1.000,0.498,-1,-1.904,-0.666,False Negative,1,1.904,0.666,True Positive
2012-08-03,1390.990,0.233,1.904,1.139,0.411,3.936,4.213,1.000,0.454,-1,-0.233,-0.722,False Negative,-1,-0.233,0.629,False Negative
2012-08-06,1394.230,0.511,0.233,2.141,1.081,4.211,2.760,1.000,0.448,-1,-0.511,-0.738,False Negative,-1,-0.511,0.440,False Negative
2012-08-07,1401.350,0.062,0.511,0.745,1.893,3.039,3.525,1.000,0.479,-1,-0.062,-0.692,False Negative,-1,-0.062,0.370,False Negative
2012-08-08,1402.220,0.041,0.062,0.573,2.727,1.172,2.827,1.000,0.506,1,0.041,-0.534,True Positive,-1,-0.041,0.211,False Negative
2012-08-09,1402.800,0.219,0.041,0.103,0.849,1.263,2.187,1.000,0.497,-1,-0.219,-0.197,False Negative,-1,-0.219,-0.213,False Negative
2012-08-10,1405.870,-0.125,0.219,0.260,0.835,1.925,2.133,-1.000,0.487,-1,0.125,-0.125,True Negative,-1,0.125,-0.142,True Negative
2012-08-13,1404.110,-0.013,-0.125,0.093,0.197,2.093,3.042,-1.000,0.487,-1,0.013,-0.020,True Negative,-1,0.013,-0.037,True Negative
2012-08-14,1403.930,0.114,-0.013,-0.138,0.122,2.852,3.955,1.000,0.483,-1,-0.114,-0.031,False Negative,-1,-0.114,-0.047,False Negative
2012-08-15,1405.530,0.710,0.114,0.101,0.195,1.045,5.023,1.000,0.505,1,0.710,0.103,True Positive,-1,-0.710,-0.181,False Negative
2012-08-16,1415.510,0.187,0.710,0.825,0.686,1.526,5.802,1.000,0.497,-1,-0.187,0.109,False Negative,-1,-0.187,-0.175,False Negative
2012-08-17,1418.160,-0.002,0.187,0.899,1.001,1.200,4.275,-1.000,0.498,-1,0.002,0.085,True Negative,-1,0.002,-0.199,True Negative
2012-08-20,1418.130,-0.350,-0.002,0.185,1.011,1.135,2.320,-1.000,0.499,-1,0.350,0.152,True Negative,-1,0.350,-0.132,True Negative
2012-08-21,1413.170,0.023,-0.350,-0.352,0.544,0.739,2.012,1.000,0.506,1,0.023,0.180,True Positive,-1,-0.023,-0.114,False Negative
2012-08-22,1413.490,-0.807,0.023,-0.327,-0.143,0.542,2.477,-1.000,0.505,1,-0.807,-0.124,False Positive,-1,0.807,0.190,True Negative
2012-08-23,1402.080,0.645,-0.807,-0.785,-1.134,-0.145,1.946,1.000,0.513,1,0.645,0.043,True Positive,1,0.645,0.356,True Positive
2012-08-24,1411.130,-0.049,0.645,-0.167,-0.494,0.513,3.379,-1.000,0.502,1,-0.049,0.032,False Positive,-1,0.049,0.366,True Negative
2012-08-27,1410.440,-0.081,-0.049,0.596,-0.193,0.349,1.398,-1.000,0.496,-1,0.081,-0.021,True Negative,-1,0.081,0.312,True Negative
2012-08-28,1409.300,0.084,-0.081,-0.130,-0.296,-0.439,1.081,1.000,0.509,1,0.084,-0.009,True Positive,-1,-0.084,0.300,False Negative
2012-08-29,1410.490,-0.781,0.084,0.004,0.600,-0.541,0.652,-1.000,0.512,1,-0.781,-0.004,False Positive,-1,0.781,0.294,True Negative
2012-08-30,1399.480,0.507,-0.781,-0.697,-0.826,-1.315,-0.195,1.000,0.520,1,0.507,-0.032,True Positive,1,0.507,0.267,True Positive
2012-08-31,1406.580,-0.117,0.507,-0.277,-0.274,-0.466,0.269,-1.000,0.506,1,-0.117,-0.045,False Positive,-1,0.117,0.280,True Negative
2012-09-04,1404.940,-0.107,-0.117,0.390,-0.309,-0.605,-0.066,-1.000,0.503,1,-0.107,-0.083,False Positive,-1,0.107,0.286,True Negative
2012-09-05,1403.440,2.044,-0.107,-0.223,-0.500,0.097,-0.048,1.000,0.499,-1,-2.044,-0.508,False Negative,-1,-2.044,-0.106,False Negative
2012-09-06,1432.120,0.405,2.044,1.935,2.332,1.487,2.008,1.000,0.479,-1,-0.405,-0.433,False Negative,-1,-0.405,-0.344,False Negative
2012-09-07,1437.920,-0.615,0.405,2.457,2.228,1.948,2.304,-1.000,0.476,-1,0.615,-0.412,True Negative,-1,0.615,-0.322,True Negative
2012-09-10,1429.080,0.313,-0.615,-0.212,1.718,1.404,0.959,1.000,0.501,1,0.313,-0.326,True Positive,-1,-0.313,-0.408,False Negative
2012-09-11,1433.560,0.209,0.313,-0.303,2.146,1.636,1.086,1.000,0.498,-1,-0.209,-0.346,False Negative,-1,-0.209,-0.471,False Negative
2012-09-12,1436.560,1.631,0.209,0.523,0.310,2.650,1.300,1.000,0.471,-1,-1.631,-0.263,False Negative,-1,-1.631,-0.389,False Negative
2012-09-13,1459.990,0.396,1.631,1.844,1.535,3.797,3.313,1.000,0.454,-1,-0.396,-0.262,False Negative,-1,-0.396,-0.387,False Negative
2012-09-14,1465.770,-0.312,0.396,2.033,2.567,4.330,3.699,-1.000,0.458,-1,0.312,-0.322,True Negative,-1,0.312,-0.447,True Negative
2012-09-17,1461.190,-0.128,-0.312,0.082,1.927,4.115,4.216,-1.000,0.478,-1,0.128,-0.359,True Negative,-1,0.128,-0.359,True Negative
2012-09-18,1459.320,0.119,-0.128,-0.440,1.584,1.899,3.415,1.000,0.503,1,0.119,-0.294,True Positive,-1,-0.119,-0.341,False Negative
2012-09-19,1461.050,-0.054,0.119,-0.010,0.073,1.609,3.588,-1.000,0.494,-1,0.054,0.043,True Negative,-1,0.054,-0.004,True Negative
2012-09-20,1460.260,-0.008,-0.054,0.064,-0.376,2.182,3.616,-1.000,0.485,-1,0.008,0.124,True Negative,-1,0.008,0.077,True Negative
2012-09-21,1460.150,-0.223,-0.008,-0.062,-0.071,1.855,3.521,-1.000,0.491,-1,0.223,0.106,True Negative,-1,0.223,0.059,True Negative
2012-09-24,1456.890,-1.050,-0.223,-0.231,-0.167,1.415,4.102,-1.000,0.500,-1,1.050,0.291,True Negative,-1,1.050,0.243,True Negative
2012-09-25,1441.590,-0.574,-1.050,-1.271,-1.332,-1.260,2.489,-1.000,0.531,1,-0.574,0.152,False Positive,1,-0.574,0.152,False Positive
2012-09-26,1433.320,0.965,-0.574,-1.618,-1.845,-2.214,2.020,1.000,0.539,1,0.965,0.334,True Positive,1,0.965,0.334,True Positive
2012-09-27,1447.150,-0.448,0.965,0.386,-0.890,-0.961,3.114,-1.000,0.511,1,-0.448,0.243,False Positive,-1,0.448,0.422,True Negative
2012-09-28,1440.670,0.265,-0.448,0.513,-1.113,-1.278,0.597,1.000,0.509,1,0.265,0.252,True Positive,-1,-0.265,0.325,False Negative
2012-10-01,1444.490,0.087,0.265,-0.184,0.201,-1.133,0.457,1.000,0.517,1,0.087,0.059,True Positive,-1,-0.087,0.097,False Negative
2012-10-02,1445.750,0.362,0.087,0.353,0.867,-0.994,1.166,1.000,0.518,1,0.362,0.246,True Positive,-1,-0.362,0.140,False Negative
2012-10-03,1450.990,0.717,0.362,0.450,0.265,-0.627,1.216,1.000,0.509,1,0.717,0.197,True Positive,-1,-0.717,-0.197,False Negative
2012-10-04,1461.400,-0.032,0.717,1.082,1.439,0.310,1.729,-1.000,0.499,-1,0.032,0.293,True Negative,-1,0.032,-0.280,True Negative
2012-10-05,1460.930,-0.346,-0.032,0.685,1.138,1.342,0.064,-1.000,0.486,-1,0.346,0.309,True Negative,-1,0.346,-0.158,True Negative
2012-10-08,1455.880,-0.989,-0.346,-0.378,0.701,1.574,-0.675,-1.000,0.488,-1,0.989,0.489,True Negative,-1,0.989,0.058,True Negative
2012-10-09,1441.480,-0.619,-0.989,-1.331,-0.655,-0.392,-1.349,-1.000,0.512,1,-0.619,0.293,False Positive,1,-0.619,0.006,False Positive
2012-10-10,1432.560,0.020,-0.619,-1.602,-1.973,-0.563,-1.834,1.000,0.506,1,0.020,0.154,True Positive,1,0.020,0.154,True Positive
2012-10-11,1432.840,-0.297,0.020,-0.599,-1.923,-0.807,-1.931,-1.000,0.498,-1,0.297,0.207,True Negative,1,-0.297,0.088,False Positive
2012-10-12,1428.590,0.808,-0.297,-0.277,-1.874,-1.187,-2.169,1.000,0.501,1,0.808,0.299,True Positive,1,0.808,0.180,True Positive
2012-10-15,1440.130,1.027,0.808,0.509,-0.094,-0.748,-1.371,1.000,0.497,-1,-1.027,-0.104,False Negative,-1,-1.027,-0.223,False Negative
2012-10-16,1454.920,0.412,1.027,1.843,1.561,-0.443,-0.135,1.000,0.495,-1,-0.412,-0.063,False Negative,-1,-0.412,-0.182,False Negative
2012-10-17,1460.910,-0.244,0.412,1.443,1.959,-0.001,1.340,-1.000,0.503,1,-0.244,-0.116,False Positive,-1,0.244,-0.137,True Negative
2012-10-18,1457.340,-1.657,-0.244,0.166,2.012,0.100,1.676,-1.000,0.516,1,-1.657,-0.506,False Positive,-1,1.657,0.254,True Negative
2012-10-19,1433.190,0.044,-1.657,-1.897,-0.482,-0.575,-0.965,1.000,0.524,1,0.044,-0.659,True Positive,1,0.044,0.101,True Positive
2012-10-22,1433.820,-1.444,0.044,-1.614,-1.450,0.088,-0.475,-1.000,0.503,1,-1.444,-0.743,False Positive,1,-1.444,0.018,False Positive
2012-10-23,1413.110,-0.309,-1.444,-1.401,-3.272,-1.377,-2.172,-1.000,0.509,1,-0.309,-0.722,False Positive,1,-0.309,0.038,False Positive
2012-10-24,1408.750,0.300,-0.309,-1.748,-3.334,-1.389,-2.559,1.000,0.506,1,0.300,-0.613,True Positive,1,0.300,0.050,True Positive
2012-10-25,1412.970,-0.073,0.300,-0.010,-1.411,-1.886,-2.620,-1.000,0.505,1,-0.073,-0.296,False Positive,-1,0.073,-0.267,True Negative
2012-10-26,1411.940,0.016,-0.073,0.226,-1.526,-2.954,-3.384,1.000,0.514,1,0.016,-0.302,True Positive,1,0.016,-0.273,True Positive
2012-10-31,1412.160,1.093,0.016,-0.057,-0.067,-3.337,-3.338,1.000,0.529,1,1.093,0.205,True Positive,-1,-1.093,-0.203,False Negative
2012-11-01,1427.590,-0.938,1.093,1.108,1.337,-2.041,-1.943,-1.000,0.512,1,-0.938,0.080,False Positive,-1,0.938,0.047,True Negative
2012-11-02,1414.200,0.216,-0.938,0.144,0.087,-1.325,-1.893,1.000,0.513,1,0.216,0.063,True Positive,-1,-0.216,-0.056,False Negative
2012-11-05,1417.260,0.785,0.216,-0.724,0.377,-1.155,-1.068,1.000,0.518,1,0.785,0.234,True Positive,-1,-0.785,-0.228,False Negative
2012-11-06,1428.390,-2.371,0.785,1.003,1.149,1.081,-0.311,-1.000,0.482,-1,2.371,0.705,True Negative,-1,2.371,0.243,True Negative
2012-11-07,1394.530,-1.220,-2.371,-1.604,-2.316,-1.009,-2.384,-1.000,0.515,1,-1.220,0.243,False Positive,1,-1.220,0.218,False Positive
2012-11-08,1377.510,0.170,-1.220,-3.562,-2.594,-2.510,-4.348,1.000,0.536,1,0.170,0.464,True Positive,1,0.170,0.064,True Positive
2012-11-09,1379.850,0.013,0.170,-1.053,-2.640,-2.273,-5.160,1.000,0.504,1,0.013,0.424,True Positive,1,0.013,0.110,True Positive
2012-11-12,1380.030,-0.399,0.013,0.183,-3.386,-2.275,-5.536,-1.000,0.489,-1,0.399,0.347,True Negative,1,-0.399,0.187,False Positive
2012-11-13,1374.530,-1.385,-0.399,-0.386,-1.434,-3.717,-5.682,-1.000,0.522,1,-1.385,-0.405,False Positive,1,-1.385,-0.564,False Positive
2012-11-14,1355.490,-0.159,-1.385,-1.778,-1.599,-4.151,-5.421,-1.000,0.543,1,-0.159,-0.192,False Positive,1,-0.159,-0.352,False Positive
2012-11-15,1353.330,0.484,-0.159,-1.542,-1.922,-4.511,-5.614,1.000,0.538,1,0.484,-0.130,True Positive,1,0.484,-0.289,True Positive
2012-11-16,1359.880,1.986,0.484,0.324,-1.460,-4.796,-3.767,1.000,0.532,1,1.986,0.265,True Positive,1,1.986,0.105,True Positive
2012-11-19,1386.890,0.066,1.986,2.480,0.899,-0.548,-1.552,1.000,0.479,-1,-0.066,0.172,False Negative,-1,-0.066,0.172,False Negative
2012-11-20,1387.810,0.232,0.066,2.054,2.384,0.748,-1.781,1.000,0.482,-1,-0.232,0.403,False Negative,-1,-0.232,0.403,False Negative
2012-11-21,1391.030,1.303,0.232,0.299,2.786,0.810,-1.481,1.000,0.498,-1,-1.303,0.174,False Negative,-1,-1.303,0.174,False Negative
2012-11-23,1409.150,-0.203,1.303,1.538,3.623,2.110,-0.213,-1.000,0.477,-1,0.203,0.118,True Negative,-1,0.203,0.118,True Negative
2012-11-26,1406.290,-0.523,-0.203,1.097,1.399,2.311,-1.492,-1.000,0.468,-1,0.523,-0.175,True Negative,-1,0.523,-0.175,True Negative
2012-11-27,1398.940,0.786,-0.523,-0.725,0.802,3.205,-1.079,1.000,0.472,-1,-0.786,-0.319,False Negative,-1,-0.786,-0.319,False Negative
2012-11-28,1409.930,0.427,0.786,0.259,1.359,4.182,-0.517,1.000,0.452,-1,-0.427,-0.358,False Negative,-1,-0.427,-0.358,False Negative
2012-11-29,1415.950,0.016,0.427,1.216,0.483,4.123,-0.871,1.000,0.441,-1,-0.016,-0.101,False Negative,-1,-0.016,-0.101,False Negative
2012-11-30,1416.180,-0.475,0.016,0.443,0.703,2.112,1.552,-1.000,0.481,-1,0.475,-0.046,True Negative,-1,0.475,-0.046,True Negative
2012-12-03,1409.460,-0.171,-0.475,-0.458,0.752,1.560,2.319,-1.000,0.500,1,-0.171,-0.185,False Positive,-1,0.171,-0.117,True Negative
2012-12-04,1407.050,0.158,-0.171,-0.645,-0.204,1.152,1.971,1.000,0.499,-1,-0.158,-0.059,False Negative,-1,-0.158,0.009,False Negative
2012-12-05,1409.280,0.331,0.158,-0.013,-0.471,0.009,2.120,1.000,0.505,1,0.331,0.092,True Positive,-1,-0.331,0.028,False Negative
2012-12-06,1413.940,0.292,0.331,0.490,-0.158,0.544,2.867,1.000,0.498,-1,-0.292,0.037,False Negative,-1,-0.292,-0.027,False Negative
2012-12-07,1418.070,0.034,0.292,0.624,0.611,1.367,4.617,1.000,0.497,-1,-0.034,-0.065,False Negative,-1,-0.034,-0.129,False Negative
2012-12-10,1418.550,0.655,0.034,0.326,0.817,0.611,4.819,1.000,0.512,1,0.655,0.100,True Positive,-1,-0.655,-0.294,False Negative
2012-12-11,1427.840,0.045,0.655,0.689,1.317,0.840,4.997,1.000,0.507,1,0.045,0.141,True Positive,-1,-0.045,-0.271,False Negative
2012-12-12,1428.480,-0.632,0.045,0.700,1.028,0.869,2.999,-1.000,0.500,1,-0.632,-0.052,False Positive,-1,0.632,-0.079,True Negative
2012-12-13,1419.450,-0.414,-0.632,-0.588,0.097,0.709,2.280,-1.000,0.508,1,-0.414,-0.076,False Positive,-1,0.414,0.062,True Negative
2012-12-14,1413.580,1.187,-0.414,-1.043,-0.350,0.464,1.621,1.000,0.509,1,1.187,0.168,True Positive,-1,-1.187,-0.168,False Negative
2012-12-17,1430.360,1.149,1.187,0.769,0.176,1.496,1.505,1.000,0.478,-1,-1.149,-0.193,False Negative,-1,-1.149,-0.267,False Negative
2012-12-18,1446.790,-0.759,1.149,2.349,1.282,2.323,2.880,-1.000,0.466,-1,0.759,-0.050,True Negative,-1,0.759,-0.106,True Negative
2012-12-19,1435.810,0.549,-0.759,0.381,1.153,1.251,2.636,1.000,0.501,1,0.549,0.186,True Positive,-1,-0.549,-0.342,False Negative
2012-12-20,1443.690,-0.938,0.549,-0.214,2.130,1.772,2.394,-1.000,0.499,-1,0.938,0.457,True Negative,-1,0.938,-0.238,True Negative
2012-12-21,1430.150,-0.244,-0.938,-0.394,-0.015,0.162,1.003,-1.000,0.509,1,-0.244,0.171,False Positive,-1,0.244,0.049,True Negative
2012-12-24,1426.660,-0.479,-0.244,-1.180,-1.391,-0.127,0.740,-1.000,0.508,1,-0.479,0.305,False Positive,1,-0.479,0.183,False Positive
2012-12-26,1419.830,-0.122,-0.479,-0.722,-1.113,0.027,0.736,-1.000,0.505,1,-0.122,0.128,False Positive,-1,0.122,0.055,True Negative
2012-12-27,1418.100,-1.105,-0.122,-0.600,-1.773,0.320,0.785,-1.000,0.496,-1,1.105,0.240,True Negative,-1,1.105,0.386,True Negative
2012-12-28,1402.430,1.694,-1.105,-1.225,-1.938,-1.953,-0.486,1.000,0.526,1,1.694,0.391,True Positive,1,1.694,0.537,True Positive
2012-12-31,1426.190,2.540,1.694,0.570,-0.033,-1.424,0.866,1.000,0.509,1,2.540,0.948,True Positive,-1,-2.540,-0.020,False Negative
2013-01-02,1462.420,-0.209,2.540,4.278,3.000,1.853,3.127,-1.000,0.459,-1,0.209,0.000,True Negative,1,-0.209,0.000,False Positive
2013-01-03,1459.370,0.487,-0.209,2.326,2.910,1.086,2.878,1.000,0.494,-1,-0.487,0.000,False Negative,-1,-0.487,0.000,False Negative
2013-01-04,1466.470,-0.312,0.487,0.277,4.566,2.540,2.705,-1.000,0.497,-1,0.312,0.000,True Negative,-1,0.312,0.000,True Negative
2013-01-07,1461.890,-0.324,-0.312,0.173,2.503,2.469,2.339,-1.000,0.491,-1,0.324,0.000,True Negative,-1,0.324,0.000,True Negative
2013-01-08,1457.150,0.266,-0.324,-0.636,-0.360,2.628,2.656,1.000,0.483,-1,-0.266,0.000,False Negative,-1,-0.266,0.000,False Negative
2013-01-09,1461.020,0.760,0.266,-0.060,0.113,3.027,3.356,1.000,0.476,-1,-0.760,-0.175,False Negative,-1,-0.760,-0.175,False Negative
2013-01-10,1472.120,-0.005,0.760,1.027,0.385,4.969,2.920,-1.000,0.442,-1,0.005,-0.077,True Negative,-1,0.005,-0.077,True Negative
2013-01-11,1472.050,-0.093,-0.005,0.755,0.695,3.216,1.746,-1.000,0.466,-1,0.093,-0.121,True Negative,-1,0.093,-0.121,True Negative
2013-01-14,1470.680,0.113,-0.093,-0.098,0.929,0.565,2.429,1.000,0.508,1,0.113,-0.163,True Positive,-1,-0.113,-0.208,False Negative
2013-01-15,1472.340,0.020,0.113,0.020,0.775,0.889,1.984,1.000,0.500,1,0.020,-0.106,True Positive,-1,-0.020,-0.159,False Negative
2013-01-16,1472.630,0.564,0.020,0.133,0.035,0.420,2.970,1.000,0.505,1,0.564,0.159,True Positive,-1,-0.564,-0.120,False Negative
2013-01-17,1480.940,0.340,0.564,0.584,0.604,1.303,3.805,1.000,0.494,-1,-0.340,0.090,False Negative,-1,-0.340,-0.189,False Negative
2013-01-18,1485.980,0.443,0.340,0.907,1.040,1.979,4.659,1.000,0.489,-1,-0.443,-0.017,False Negative,-1,-0.443,-0.296,False Negative
2013-01-22,1492.560,0.151,0.443,0.785,1.373,2.159,5.251,1.000,0.491,-1,-0.151,-0.070,False Negative,-1,-0.151,-0.304,False Negative
2013-01-23,1494.810,0.001,0.151,0.594,1.506,1.541,6.587,1.000,0.506,1,0.001,-0.074,True Positive,-1,-0.001,-0.300,False Negative
2013-01-24,1494.820,0.545,0.001,0.151,0.937,1.547,4.812,1.000,0.502,1,0.545,-0.078,True Positive,-1,-0.545,-0.296,False Negative
2013-01-25,1502.960,-0.185,0.545,0.545,1.143,2.195,2.772,-1.000,0.483,-1,0.185,0.027,True Negative,-1,0.185,-0.191,True Negative
2013-01-28,1500.180,0.511,-0.185,0.359,0.511,1.891,2.796,1.000,0.488,-1,-0.511,0.014,False Negative,-1,-0.511,-0.205,False Negative
2013-01-29,1507.840,-0.390,0.511,0.325,0.872,2.391,2.821,-1.000,0.481,-1,0.390,0.122,True Negative,-1,0.390,-0.096,True Negative
2013-01-30,1501.960,-0.256,-0.390,0.119,0.478,1.419,2.741,-1.000,0.496,-1,0.256,0.173,True Negative,-1,0.256,-0.045,True Negative
2013-01-31,1498.110,1.005,-0.256,-0.645,-0.323,0.816,2.811,1.000,0.505,1,1.005,0.265,True Positive,-1,-1.005,-0.137,False Negative
2013-02-01,1513.170,-1.154,1.005,0.746,0.866,1.381,3.569,-1.000,0.490,-1,1.154,0.459,True Negative,-1,1.154,0.057,True Negative
2013-02-04,1495.710,1.042,-1.154,-0.160,-0.804,0.060,1.602,1.000,0.508,1,1.042,0.769,True Positive,1,1.042,0.367,True Positive
2013-02-05,1511.290,0.055,1.042,-0.124,0.621,1.102,2.666,1.000,0.496,-1,-0.055,0.680,False Negative,-1,-0.055,0.278,False Negative
2013-02-06,1512.120,-0.181,0.055,1.097,0.935,0.609,2.818,-1.000,0.499,-1,0.181,0.665,True Negative,-1,0.181,0.263,True Negative
2013-02-07,1509.390,0.566,-0.181,-0.126,-0.250,0.614,2.516,1.000,0.503,1,0.566,0.578,True Positive,-1,-0.566,0.351,False Negative
2013-02-08,1517.930,-0.061,0.566,0.384,1.486,0.669,3.076,-1.000,0.505,1,-0.061,0.335,False Positive,-1,0.061,0.133,True Negative
2013-02-11,1517.010,0.160,-0.061,0.505,0.378,1.002,2.436,1.000,0.495,-1,-0.160,0.094,False Negative,-1,-0.160,-0.108,False Negative
2013-02-12,1519.430,0.059,0.160,0.099,0.483,1.423,2.251,1.000,0.493,-1,-0.059,0.093,False Negative,-1,-0.059,-0.109,False Negative
2013-02-13,1520.330,0.069,0.059,0.219,0.725,0.473,1.861,1.000,0.503,1,0.069,0.071,True Positive,-1,-0.069,-0.159,False Negative
2013-02-14,1521.380,-0.105,0.069,0.128,0.227,1.716,1.777,-1.000,0.487,-1,0.105,-0.021,True Negative,-1,0.105,-0.024,True Negative
2013-02-15,1519.790,0.734,-0.105,-0.036,0.183,0.562,1.670,1.000,0.502,1,0.734,0.138,True Positive,-1,-0.734,-0.183,False Negative
2013-02-19,1530.940,-1.240,0.734,0.628,0.758,1.245,1.862,-1.000,0.488,-1,1.240,0.418,True Negative,-1,1.240,0.097,True Negative
2013-02-20,1511.950,-0.630,-1.240,-0.516,-0.551,0.170,0.785,-1.000,0.509,1,-0.630,0.304,False Positive,1,-0.630,-0.018,False Positive
2013-02-21,1502.420,0.877,-0.630,-1.863,-1.246,-1.022,-0.359,1.000,0.524,1,0.877,0.465,True Positive,1,0.877,0.172,True Positive
2013-02-22,1515.600,-1.831,0.877,0.241,-0.276,-0.093,0.908,-1.000,0.499,-1,1.831,0.810,True Negative,-1,1.831,0.517,True Negative
2013-02-25,1487.850,0.611,-1.831,-0.970,-2.815,-2.078,-0.685,1.000,0.526,1,0.611,0.786,True Positive,1,0.611,0.786,True Positive
2013-02-26,1496.940,1.273,0.611,-1.231,-0.993,-1.538,-1.073,1.000,0.519,1,1.273,0.792,True Positive,1,1.273,0.792,True Positive
2013-02-27,1515.990,-0.086,1.273,1.891,0.903,-0.354,1.356,-1.000,0.494,-1,0.086,0.936,True Negative,-1,0.086,0.936,True Negative
2013-02-28,1514.680,0.232,-0.086,1.185,-0.061,-0.336,0.224,1.000,0.497,-1,-0.232,0.714,False Negative,-1,-0.232,0.714,False Negative
2013-03-01,1518.200,0.461,0.232,0.146,2.040,-0.832,0.402,1.000,0.520,1,0.461,0.440,True Positive,-1,-0.461,0.255,False Negative
2013-03-04,1525.200,0.957,0.461,0.695,1.888,0.876,1.047,1.000,0.496,-1,-0.957,0.126,False Negative,-1,-0.957,-0.058,False Negative
2013-03-05,1539.790,0.108,0.957,1.422,1.570,2.487,1.440,1.000,0.469,-1,-0.108,-0.150,False Negative,-1,-0.108,-0.334,False Negative
2013-03-06,1541.460,0.182,0.108,1.066,1.768,1.706,1.612,1.000,0.486,-1,-0.182,-0.204,False Negative,-1,-0.182,-0.388,False Negative
2013-03-07,1544.260,0.448,0.182,0.290,1.717,3.791,1.634,1.000,0.467,-1,-0.448,-0.247,False Negative,-1,-0.448,-0.431,False Negative
2013-03-08,1551.180,0.325,0.448,0.631,1.703,3.623,2.029,1.000,0.466,-1,-0.325,-0.404,False Negative,-1,-0.325,-0.404,False Negative
2013-03-11,1556.220,-0.240,0.325,0.774,1.067,2.654,2.290,-1.000,0.475,-1,0.240,-0.165,True Negative,-1,0.240,-0.165,True Negative
2013-03-12,1552.480,0.131,-0.240,0.084,0.715,2.496,2.151,1.000,0.482,-1,-0.131,-0.169,False Negative,-1,-0.131,-0.169,False Negative
2013-03-13,1554.520,0.560,0.131,-0.109,0.664,2.392,1.540,1.000,0.481,-1,-0.560,-0.245,False Negative,-1,-0.560,-0.245,False Negative
2013-03-14,1563.230,-0.162,0.560,0.692,0.777,2.493,3.392,-1.000,0.478,-1,0.162,-0.123,True Negative,-1,0.162,-0.123,True Negative
2013-03-15,1560.700,-0.551,-0.162,0.398,0.288,1.358,3.879,-1.000,0.497,-1,0.551,0.052,True Negative,-1,0.551,0.052,True Negative
2013-03-18,1552.100,-0.242,-0.551,-0.712,-0.024,0.690,2.408,-1.000,0.509,1,-0.242,-0.044,False Positive,-1,0.242,0.053,True Negative
2013-03-19,1548.340,0.670,-0.242,-0.792,-0.398,0.264,4.066,1.000,0.517,1,0.670,0.116,True Positive,-1,-0.670,-0.055,False Negative
2013-03-20,1558.710,-0.828,0.670,0.426,-0.289,0.485,4.126,-1.000,0.501,1,-0.828,0.063,False Positive,-1,0.828,0.223,True Negative
2013-03-21,1545.800,0.717,-0.828,-0.164,-0.955,-0.670,1.966,1.000,0.516,1,0.717,0.174,True Positive,-1,-0.717,0.047,False Negative
2013-03-22,1556.890,-0.334,0.717,-0.117,0.309,0.284,2.787,-1.000,0.506,1,-0.334,-0.003,False Positive,-1,0.334,0.003,True Negative
2013-03-25,1551.690,0.779,-0.334,0.381,0.216,-0.182,2.206,1.000,0.510,1,0.779,0.201,True Positive,-1,-0.779,-0.201,False Negative
